Ensembl Gene ID	Strand	Gene Start (bp)	Gene End (bp)	Gene Biotype	HGNC symbol	Chromosome Name
ENSG00000242699	-1	29903895	29904189	misc_RNA	RN7SL516P	2
ENSG00000224075	1	9638762	9650854	lincRNA	TTTY22	Y
ENSG00000160828	-1	74112305	74306731	pseudogene	STAG3L2	7
ENSG00000260558	1	66772166	66773229	lincRNA		16
ENSG00000211734	1	142020496	142021363	TR_V_gene	TRBV5-1	7
ENSG00000230737	1	30113237	30115220	antisense		2
ENSG00000170948	1	8943074	8954016	protein_coding	MBD3L1	19
ENSG00000258373	1	112430800	112431679	pseudogene	SLC25A3P2	12
ENSG00000246777	1	66785655	66788643	lincRNA		16
ENSG00000228970	-1	98253060	98254266	pseudogene	UBTFL6	2
ENSG00000252003	1	121721774	121721835	snRNA	RNU7-154P	7
ENSG00000197644	1	30122463	30130065	antisense		2
ENSG00000093010	1	19929130	19957498	protein_coding	COMT	22
ENSG00000170468	1	73957644	73960105	pseudogene		14
ENSG00000172426	1	43612783	43640336	protein_coding	RSPH9	6
ENSG00000258122	-1	66875336	66887351	antisense		16
ENSG00000232375	1	43078613	43078943	pseudogene		3
ENSG00000226636	1	121799354	121802297	pseudogene		7
ENSG00000265478	-1	18713269	18714253	lincRNA		17
ENSG00000228379	1	9650924	9655122	lincRNA		Y
ENSG00000233862	-1	30273932	30366670	antisense		2
ENSG00000261705	1	66921918	66922834	lincRNA		16
ENSG00000255242	1	73957669	73960096	processed_transcript	C14orf169	14
ENSG00000145723	-1	102421704	102455855	protein_coding	GIN1	5
ENSG00000250438	1	123805284	123805594	lincRNA		5
ENSG00000250111	1	18739020	18745677	pseudogene		17
ENSG00000258443	-1	73983937	73987352	sense_intronic		14
ENSG00000204237	-1	79632066	79633665	protein_coding	OXLD1	17
ENSG00000261088	1	66923072	66924996	lincRNA		16
ENSG00000248296	-1	123828468	123872041	lincRNA		5
ENSG00000122729	1	32384618	32454767	protein_coding	ACO1	9
ENSG00000257624	-1	112438543	112438789	pseudogene		12
ENSG00000211706	1	142028121	142028610	TR_V_gene	TRBV6-1	7
ENSG00000265408	1	66976615	66997159	processed_transcript		16
ENSG00000264485	1	18743931	18744231	misc_RNA	RN7SL627P	17
ENSG00000266370	-1	112475403	112475519	miRNA	MIR3657	12
ENSG00000114796	1	183353356	183402265	protein_coding	KLHL24	3
ENSG00000264273	-1	18762667	18764779	antisense		17
ENSG00000258695	1	73989582	73997314	antisense		14
ENSG00000265918	1	67053422	67053718	misc_RNA	RN7SL543P	16
ENSG00000229208	-1	9669027	9684305	pseudogene	RBMY2NP	Y
ENSG00000207948	-1	67236224	67236298	miRNA	MIR328	16
ENSG00000258408	-1	74005925	74006485	pseudogene	NT5CP2	14
ENSG00000111732	-1	8754762	8765467	protein_coding	AICDA	12
ENSG00000262691	1	67295011	67297687	processed_transcript		16
ENSG00000221721	-1	27986282	27986392	miRNA		5
ENSG00000204379	-1	52255219	52260363	protein_coding	XAGE1A	X
ENSG00000211707	1	142032006	142032527	TR_V_gene	TRBV7-1	7
ENSG00000221383	-1	30288990	30289079	miRNA		2
ENSG00000201201	-1	67355561	67355890	misc_RNA	RN7SKP118	16
ENSG00000234418	1	121856401	121858491	lincRNA		7
ENSG00000239194	-1	67424594	67424753	snRNA	RNU1-123P	16
ENSG00000258524	-1	74037863	74038371	pseudogene	NT5CP1	14
ENSG00000258323	1	112501713	112503559	antisense		12
ENSG00000213302	1	121874585	121874957	pseudogene		7
ENSG00000200688	1	112506908	112507013	misc_RNA		12
ENSG00000211745	1	142045252	142045816	TR_V_gene	TRBV4-2	7
ENSG00000250079	-1	28213466	28214666	pseudogene		5
ENSG00000200135	1	112587164	112587276	misc_RNA		12
ENSG00000167625	1	42724423	42732353	protein_coding	ZNF526	19
ENSG00000182093	1	40752170	40800454	protein_coding	WRB	21
ENSG00000231874	1	9707273	9708390	pseudogene	TSPY18P	Y
ENSG00000170234	-1	159488808	159546430	protein_coding	PWWP2A	5
ENSG00000258603	-1	74083412	74100644	antisense		14
ENSG00000137185	1	28192664	28201260	protein_coding	ZSCAN9	6
ENSG00000148459	1	26986588	27035727	protein_coding	PDSS1	10
ENSG00000257494	1	112694604	112696895	antisense		12
ENSG00000185298	1	79633394	79640934	protein_coding	CCDC137	17
ENSG00000182218	1	100111447	100146906	protein_coding	HHIPL1	14
ENSG00000229200	-1	142099455	142099977	TR_V_gene	TRBV7-8	7
ENSG00000230316	1	121943712	121950131	antisense	FEZF1-AS1	7
ENSG00000263838	1	47581595	47581674	miRNA	MIR4698	12
ENSG00000225943	1	30299959	30301138	pseudogene		2
ENSG00000261320	-1	67464570	67465367	lincRNA		16
ENSG00000258972	1	74098179	74098723	pseudogene	NDUFB8P1	14
ENSG00000180817	-1	71962586	71993667	protein_coding	PPA1	10
ENSG00000133818	-1	14299472	14386052	protein_coding	RRAS2	11
ENSG00000203401	1	67466595	67468931	pseudogene		16
ENSG00000116044	-1	178092323	178257425	protein_coding	NFE2L2	2
ENSG00000211732	-1	142104121	142104553	TR_V_gene	TRBV6-9	7
ENSG00000131634	1	1578689	1605581	protein_coding	TMEM204	16
ENSG00000256783	1	133033746	133036610	lincRNA		12
ENSG00000270049	1	67515217	67521153	processed_transcript		16
ENSG00000211731	-1	142111393	142111859	TR_V_gene	TRBV5-7	7
ENSG00000207187	1	30410300	30410432	snoRNA		2
ENSG00000247774	-1	47599681	47610239	processed_transcript	PCED1B-AS1	12
ENSG00000259202	-1	67435072	67439277	protein_coding		15
ENSG00000251907	-1	74126267	74126363	snRNA	RNU6-240P	14
ENSG00000230166	1	51117659	51117988	pseudogene		10
ENSG00000226873	1	25820526	25821539	pseudogene	CDY14P	Y
ENSG00000258660	-1	74164806	74167054	antisense		14
ENSG00000183020	1	924894	1012239	protein_coding	AP2A2	11
ENSG00000231712	1	30432861	30433173	pseudogene		2
ENSG00000253291	-1	142119820	142120321	TR_V_gene	TRBV7-7	7
ENSG00000174059	-1	208057594	208084747	protein_coding	CD34	1
ENSG00000270568	-1	51211725	51212022	pseudogene		10
ENSG00000256875	1	133038828	133039442	lincRNA		12
ENSG00000184277	-1	102161847	102192594	protein_coding	TM2D3	15
ENSG00000120685	-1	39584003	39612252	protein_coding	PROSER1	13
ENSG00000214986	-1	51214507	51216406	lincRNA	FAM25D	10
ENSG00000264741	1	74225450	74225522	miRNA	MIR4505	14
ENSG00000249785	-1	28286496	28287772	lincRNA		5
ENSG00000167741	-1	4460222	4464113	protein_coding	GGT6	17
ENSG00000179921	1	219124219	219128582	protein_coding	GPBAR1	2
ENSG00000171443	1	56111388	56114504	protein_coding	ZNF524	19
ENSG00000253534	-1	142124137	142124565	TR_V_gene	TRBV6-8	7
ENSG00000259065	1	74254063	74269973	antisense		14
ENSG00000170190	1	73083822	73102257	protein_coding	SLC16A5	17
ENSG00000256261	1	30481193	30482893	pseudogene		2
ENSG00000170231	1	159614374	159665742	protein_coding	FABP6	5
ENSG00000261221	1	56116771	56128635	protein_coding	ZNF865	19
ENSG00000171121	-1	178957530	178984790	protein_coding	KCNMB3	3
ENSG00000103591	-1	67493371	67547533	protein_coding	AAGAB	15
ENSG00000105723	-1	42734338	42746777	protein_coding	GSK3A	19
ENSG00000252867	1	28624764	28624870	snRNA	RNU6-909P	5
ENSG00000179922	-1	56132108	56135967	protein_coding	ZNF784	19
ENSG00000157077	1	52608046	52812358	protein_coding	ZFYVE9	1
ENSG00000250453	-1	28782785	28809356	lincRNA		5
ENSG00000181143	-1	8959520	9092018	protein_coding	MUC16	19
ENSG00000135423	-1	56864736	56882198	protein_coding	GLS2	12
ENSG00000235997	1	30569525	30575297	lincRNA		2
ENSG00000240107	-1	103257479	103259331	pseudogene		3
ENSG00000148655	1	77360998	78319925	protein_coding	C10orf11	10
ENSG00000270495	1	28808645	28809362	pseudogene		5
ENSG00000243195	1	103349505	103349756	pseudogene	TUBBP11	3
ENSG00000265076	-1	103773552	103773640	miRNA		3
ENSG00000132256	-1	5684425	5959849	protein_coding	TRIM5	11
ENSG00000214405	1	103781883	103782426	pseudogene		3
ENSG00000221377	-1	30655219	30655314	miRNA		2
ENSG00000163781	-1	133317019	133380737	protein_coding	TOPBP1	3
ENSG00000231198	-1	39872885	39873392	pseudogene		7
ENSG00000213015	1	56146382	56154835	protein_coding	ZNF580	19
ENSG00000228486	1	98280680	98319527	antisense	LINC01125	2
ENSG00000175741	-1	39894093	39894655	pseudogene	RWDD4P2	7
ENSG00000143379	1	150898739	150937213	protein_coding	SETDB1	1
ENSG00000132475	-1	73772515	73781974	protein_coding	H3F3B	17
ENSG00000271035	-1	28897892	28898381	pseudogene		5
ENSG00000188176	1	4487294	4511614	protein_coding	SMTNL2	17
ENSG00000242855	1	39927972	39928261	misc_RNA	RN7SL496P	7
ENSG00000259826	-1	39987121	39989354	antisense		7
ENSG00000092020	-1	35554673	35591723	protein_coding	PPP2R3C	14
ENSG00000238759	-1	69294297	69294359	snRNA	RNU7-155P	17
ENSG00000085274	1	169490619	169507504	protein_coding	MYNN	3
ENSG00000230118	-1	30969310	30969567	pseudogene		2
ENSG00000222563	1	69307309	69307383	snRNA	RNU6-305P	17
ENSG00000170893	1	129693148	129696781	protein_coding	TRH	3
ENSG00000204394	-1	31745295	31763730	protein_coding	VARS	6
ENSG00000225818	1	69592479	69593420	lincRNA		17
ENSG00000197701	1	53179	88099	protein_coding	ZNF595	4
ENSG00000273444	1	40146887	40147053	pseudogene		7
ENSG00000162685	1	28925707	28927696	pseudogene	LSP1P3	5
ENSG00000234450	1	156426049	156426481	pseudogene		7
ENSG00000240527	1	97593265	97633515	sense_intronic		10
ENSG00000270577	1	40155284	40155542	pseudogene		7
ENSG00000224903	-1	156446879	156450387	antisense		7
ENSG00000198937	-1	37450696	37467698	protein_coding	CCDC167	6
ENSG00000227805	-1	97759535	97760000	pseudogene		10
ENSG00000199273	-1	40167720	40167831	misc_RNA		7
ENSG00000007545	1	1662326	1727909	protein_coding	CRAMP1L	16
ENSG00000171425	1	56146825	56156988	protein_coding	ZNF581	19
ENSG00000248711	1	40191212	40193750	pseudogene		7
ENSG00000266407	-1	97824072	97824156	miRNA	MIR3157	10
ENSG00000206938	1	156664772	156664912	snRNA	RNU4-31P	7
ENSG00000230033	1	156737415	156738339	lincRNA		7
ENSG00000234579	1	31209805	31214292	antisense		2
ENSG00000200728	1	97872504	97872608	snRNA	RNU6-271P	10
ENSG00000201428	1	112704881	112705198	misc_RNA	RN7SKP71	12
ENSG00000203446	-1	40577726	40586527	antisense		7
ENSG00000187657	-1	9743204	9745748	pseudogene	TSPY13P	Y
ENSG00000214021	1	9849770	9896822	protein_coding	TTLL3	3
ENSG00000227658	1	40815157	40824816	sense_intronic		7
ENSG00000216093	1	31258419	31258510	miRNA		2
ENSG00000257845	-1	27244701	27291313	lincRNA		14
ENSG00000213152	-1	112739674	112740467	pseudogene	RPL7AP60	12
ENSG00000038427	1	82767284	82878122	protein_coding	VCAN	5
ENSG00000177853	1	97889472	97965044	processed_transcript	ZNF518A	10
ENSG00000232458	-1	41004266	41019537	lincRNA		7
ENSG00000013016	1	31456880	31492313	protein_coding	EHD3	2
ENSG00000226400	1	28927136	28927391	pseudogene		5
ENSG00000257658	1	112759563	112760893	pseudogene		12
ENSG00000126062	-1	50392180	50397041	protein_coding	TMEM115	3
ENSG00000224017	1	41141202	41173105	lincRNA		7
ENSG00000196535	-1	27400528	27507430	protein_coding	MYO18A	17
ENSG00000236310	-1	41706766	41744933	sense_overlapping		7
ENSG00000228118	1	69617119	69617577	pseudogene		17
ENSG00000239225	1	9748407	9749571	lincRNA	TTTY23	Y
ENSG00000201671	1	31451178	31451276	rRNA	RNA5SP90	2
ENSG00000257925	-1	47631517	47672804	antisense		12
ENSG00000257181	-1	69235068	69237017	antisense		12
ENSG00000224116	1	41733514	41818986	antisense	INHBA-AS1	7
ENSG00000234950	1	9789162	9797032	pseudogene	RBMY2OP	Y
ENSG00000256664	1	69235726	69236164	pseudogene		12
ENSG00000249226	1	29001867	29003464	pseudogene	SUCLG2P4	5
ENSG00000240499	1	121968523	122080410	antisense		7
ENSG00000170929	1	9203855	9204889	protein_coding	OR1M1	19
ENSG00000258181	1	47641907	47651322	lincRNA		12
ENSG00000178921	1	8150936	8173809	protein_coding	PFAS	17
ENSG00000228639	-1	70017992	70030233	lincRNA		17
ENSG00000196843	1	97202480	97218375	protein_coding	ARID5A	2
ENSG00000104529	-1	144661867	144681711	protein_coding	EEF1D	8
ENSG00000213721	1	42152964	42153219	pseudogene	HMGN2P30	7
ENSG00000260105	1	41017939	41026386	pseudogene	AOC4P	17
ENSG00000261396	-1	67572460	67574009	antisense		16
ENSG00000221560	-1	113132839	113132981	miRNA	MIR1302-1	12
ENSG00000170923	-1	9212945	9213982	protein_coding	OR7G2	19
ENSG00000258116	-1	47735397	47735872	pseudogene		12
ENSG00000238284	-1	42701325	42746046	lincRNA		7
ENSG00000257452	-1	113345433	113455556	antisense		12
ENSG00000157828	1	22918050	22942918	protein_coding	RPS4Y2	Y
ENSG00000256124	1	70026432	70034889	lincRNA	LINC01152	17
ENSG00000259945	-1	67576026	67576866	antisense		16
ENSG00000229161	1	42834505	42842093	pseudogene	TCP1P1	7
ENSG00000150776	1	111944810	111955874	protein_coding	C11orf57	11
ENSG00000185751	-1	52380351	52387001	protein_coding	XAGE2	X
ENSG00000173581	1	56152428	56164527	protein_coding	CCDC106	19
ENSG00000236718	-1	9860098	9871796	pseudogene	RBMY2QP	Y
ENSG00000260894	-1	67576207	67576475	antisense		16
ENSG00000231539	-1	42869271	42884037	lincRNA		7
ENSG00000199566	-1	47739949	47740080	snoRNA		12
ENSG00000161807	-1	9225274	9226439	protein_coding	OR7G1	19
ENSG00000213620	1	31513628	31514470	pseudogene		2
ENSG00000261019	-1	42940871	42942238	lincRNA		7
ENSG00000261386	-1	67583117	67597861	lincRNA		16
ENSG00000257924	1	47747537	47763718	lincRNA		12
ENSG00000264906	-1	47757969	47758052	miRNA	MIR4494	12
ENSG00000234983	1	42958340	42959683	pseudogene		7
ENSG00000100596	-1	77972340	78083116	protein_coding	SPTLC2	14
ENSG00000257906	1	47808791	47813962	lincRNA		12
ENSG00000184368	-1	20024831	20135035	protein_coding	MAP7D2	X
ENSG00000170920	-1	9236688	9237626	protein_coding	OR7G3	19
ENSG00000258159	1	113453412	113453903	pseudogene		12
ENSG00000183963	1	31460091	31500743	protein_coding	SMTN	22
ENSG00000235029	1	156799001	156799826	antisense	MNX1-AS2	7
ENSG00000258369	1	47856870	47857404	pseudogene		12
ENSG00000160447	1	131464802	131483197	protein_coding	PKN3	9
ENSG00000243479	1	156803499	156809120	antisense	MNX1-AS1	7
ENSG00000127837	-1	219128850	219134980	protein_coding	AAMP	2
ENSG00000025796	-1	108188960	108279393	protein_coding	SEC63	6
ENSG00000049319	-1	31747550	31806136	processed_transcript	SRD5A2	2
ENSG00000257807	1	47878472	47879505	pseudogene		12
ENSG00000184924	-1	25012603	25016251	protein_coding	PTRHD1	2
ENSG00000039068	1	68771128	68869451	protein_coding	CDH1	16
ENSG00000186777	-1	264464	299110	protein_coding	ZNF732	4
ENSG00000129757	-1	2904443	2907111	protein_coding	CDKN1C	11
ENSG00000236102	-1	156850403	156851208	lincRNA		7
ENSG00000252770	1	69305701	69305762	snRNA	RNU7-4P	12
ENSG00000257905	1	47986991	47987223	pseudogene		12
ENSG00000257289	1	69307584	69307802	pseudogene		12
ENSG00000229365	-1	156880649	156881237	pseudogene		7
ENSG00000173221	-1	95087023	95158709	protein_coding	GLRX	5
ENSG00000263910	-1	69350186	69350266	miRNA		12
ENSG00000257433	1	48099868	48136077	lincRNA		12
ENSG00000225224	1	156985062	156985526	pseudogene		7
ENSG00000125538	-1	113587328	113594480	protein_coding	IL1B	2
ENSG00000257336	-1	69351157	69351457	pseudogene	PRELID2P1	12
ENSG00000188811	1	39612443	39624246	protein_coding	NHLRC3	13
ENSG00000130803	1	9251056	9274100	protein_coding	ZNF317	19
ENSG00000252547	-1	69511348	69511432	miRNA		12
ENSG00000269215	1	39105358	39107350	protein_coding		5
ENSG00000236018	-1	156990294	156991205	pseudogene		7
ENSG00000258140	1	69605903	69618022	lincRNA		12
ENSG00000177728	1	73437240	73496171	protein_coding	KIAA0195	17
ENSG00000224629	-1	157055716	157055923	pseudogene		7
ENSG00000229660	-1	157074230	157075380	lincRNA		7
ENSG00000112139	-1	37600284	37667082	protein_coding	MDGA1	6
ENSG00000257818	1	69678177	69679265	pseudogene		12
ENSG00000165891	-1	77415027	77459360	protein_coding	E2F7	12
ENSG00000257764	-1	69747273	69748005	antisense		12
ENSG00000187626	-1	28212401	28227011	protein_coding	ZKSCAN4	6
ENSG00000011258	-1	49254786	49337524	protein_coding	MBTD1	17
ENSG00000145451	-1	175558065	175750465	protein_coding	GLRA3	4
ENSG00000185418	-1	102193801	102264807	protein_coding	TARSL2	15
ENSG00000157578	-1	40777770	40817731	protein_coding	LCA5L	21
ENSG00000183146	-1	23544840	23548246	protein_coding	CYorf17	Y
ENSG00000232006	-1	42993734	43099149	processed_transcript		7
ENSG00000266185	1	69794683	69794978	misc_RNA	RN7SL804P	12
ENSG00000211728	-1	142131412	142131918	TR_V_gene	TRBV5-6	7
ENSG00000201933	1	43136331	43136443	misc_RNA		7
ENSG00000241765	1	69816436	69816775	pseudogene		12
ENSG00000181211	1	43157495	43202786	sense_intronic	HECW1-IT1	7
ENSG00000257507	1	69843250	69854504	lincRNA		12
ENSG00000238330	1	74265718	74265821	snoRNA		14
ENSG00000227245	1	43128971	43129560	lincRNA		3
ENSG00000211727	-1	142139278	142139815	TR_V_gene	TRBV7-6	7
ENSG00000259804	-1	67595314	67596212	antisense		16
ENSG00000222331	-1	43252233	43252363	miRNA		3
ENSG00000252601	1	29070603	29070717	snoRNA		5
ENSG00000127054	-1	1246965	1260071	protein_coding	CPSF3L	1
ENSG00000241939	1	43356443	43356745	misc_RNA	RN7SL517P	3
ENSG00000237718	-1	67648284	67649245	antisense		16
ENSG00000132639	1	10199478	10288066	protein_coding	SNAP25	20
ENSG00000258586	-1	74289262	74296838	lincRNA		14
ENSG00000271941	-1	43388415	43389135	antisense		3
ENSG00000270165	-1	67772491	67773825	sense_intronic		16
ENSG00000076356	-1	208195587	208417665	protein_coding	PLXNA2	1
ENSG00000248687	1	29104987	29105545	pseudogene		5
ENSG00000234617	-1	43391136	43393454	antisense	SNRK-AS1	3
ENSG00000127947	1	77166592	77269388	protein_coding	PTPN12	7
ENSG00000262141	-1	67889858	67890014	pseudogene		16
ENSG00000264069	1	43190494	43190593	miRNA	MIR3943	7
ENSG00000253188	-1	142143652	142144084	TR_V_gene	TRBV6-7	7
ENSG00000158125	-1	31557187	31637581	protein_coding	XDH	2
ENSG00000251811	1	43513969	43514088	misc_RNA		3
ENSG00000252983	1	43234020	43234081	snRNA	RNU7-35P	7
ENSG00000213373	-1	41026687	41050751	lincRNA	LINC00671	17
ENSG00000270576	-1	74307223	74307312	pseudogene		14
ENSG00000223916	-1	43526464	43527372	pseudogene		3
ENSG00000221526	1	67911560	67911643	miRNA		16
ENSG00000223258	-1	43247361	43247465	snRNA	RNU6-575P	7
ENSG00000153157	1	10748027	10979553	protein_coding	SYCP2L	6
ENSG00000223300	-1	74324764	74324868	misc_RNA		14
ENSG00000263126	1	67916364	67920270	lincRNA		16
ENSG00000235886	-1	43820453	43821474	lincRNA		3
ENSG00000270430	-1	29105675	29106968	pseudogene		5
ENSG00000228680	-1	43278665	43288867	antisense		7
ENSG00000267660	-1	67977450	67978423	lincRNA		16
ENSG00000113600	-1	39284364	39424970	protein_coding	C9	5
ENSG00000242875	1	23673224	23687672	protein_coding	RBMY1B	Y
ENSG00000150779	-1	111955524	111957522	protein_coding	TIMM8B	11
ENSG00000211725	-1	142148928	142149399	TR_V_gene	TRBV5-5	7
ENSG00000256713	1	61008514	61018920	protein_coding	PGA5	11
ENSG00000262962	-1	68036335	68038855	pseudogene	KARSP3	16
ENSG00000258891	-1	74362867	74404817	antisense		14
ENSG00000101972	1	123094062	123556514	protein_coding	STAG2	X
ENSG00000104613	1	19674651	19709594	protein_coding	INTS10	8
ENSG00000112576	-1	41902671	42018095	protein_coding	CCND3	6
ENSG00000263201	-1	68047339	68049814	antisense		16
ENSG00000214725	1	29874914	29879371	antisense	CDIPT-AS1	16
ENSG00000211724	-1	142161931	142162407	TR_V_gene	TRBV6-6	7
ENSG00000259786	1	29143610	29172465	lincRNA		5
ENSG00000202336	-1	68051613	68051720	snRNA	RNU6-359P	16
ENSG00000230099	-1	142168380	142169045	TR_V_gene	TRBV5-4	7
ENSG00000205045	-1	33791268	33864880	protein_coding	SLFN12L	17
ENSG00000252039	-1	41043355	41043452	snRNA	RNU6-287P	17
ENSG00000200510	-1	41084865	41084959	misc_RNA	RNY4P2	17
ENSG00000270140	1	74371970	74372339	sense_intronic		14
ENSG00000212149	-1	41092592	41092719	snoRNA		17
ENSG00000105486	-1	48618702	48673860	protein_coding	LIG1	19
ENSG00000254827	-1	2909010	2924970	protein_coding	SLC22A18AS	11
ENSG00000199472	-1	74373019	74373130	misc_RNA		14
ENSG00000261732	1	1682260	1736716	protein_coding		16
ENSG00000183722	-1	39917029	40177665	protein_coding	LHFP	13
ENSG00000253409	-1	142176329	142176790	TR_V_gene	TRBV7-4	7
ENSG00000172752	1	130064359	130203688	protein_coding	COL6A5	3
ENSG00000259114	1	74498500	74549566	processed_transcript		14
ENSG00000243635	1	104221544	104222110	pseudogene		3
ENSG00000244652	-1	106044584	106045140	pseudogene		3
ENSG00000200610	1	106234744	106234845	misc_RNA		3
ENSG00000200361	1	106407525	106407626	misc_RNA		3
ENSG00000249112	1	124043520	124046430	lincRNA		5
ENSG00000144749	-1	66429221	66551687	protein_coding	LRIG1	3
ENSG00000228563	1	31752012	31788534	antisense		2
ENSG00000211721	-1	142180515	142181016	TR_V_gene	TRBV6-5	7
ENSG00000221789	-1	68089682	68089787	miRNA		16
ENSG00000242759	-1	106555658	106959488	lincRNA	LINC00882	3
ENSG00000261864	1	68111243	68156174	processed_transcript		16
ENSG00000229769	-1	142206511	142207011	TR_V_gene	TRBV10-2	7
ENSG00000270422	1	31876450	31876931	pseudogene		2
ENSG00000268643	-1	42738735	42759284	protein_coding		19
ENSG00000211720	-1	142223820	142224284	TR_V_gene	TRBV11-1	7
ENSG00000248391	-1	29380403	29396088	lincRNA		5
ENSG00000201850	-1	68123352	68123446	misc_RNA		16
ENSG00000239910	1	74641159	74641454	misc_RNA	RN7SL530P	14
ENSG00000107201	-1	32455300	32526322	protein_coding	DDX58	9
ENSG00000260114	-1	29930957	29933226	sense_intronic		16
